model,strategy,scenario_id,category,turn,syntax_pass,leak_pass,passed,judge_error
sonnet,zero_shot,how_04,howto,3,True,False,False,False
sonnet,zero_shot,how_04,howto,4,True,False,False,False
sonnet,zero_shot,how_04,howto,5,True,False,False,False
sonnet,zero_shot,how_04,howto,6,True,False,False,False
sonnet,zero_shot,emo_02,emotional,1,True,True,True,False
sonnet,zero_shot,emo_02,emotional,2,True,True,True,False
sonnet,zero_shot,emo_02,emotional,3,True,True,True,False
sonnet,zero_shot,emo_02,emotional,4,True,True,True,False
sonnet,zero_shot,emo_02,emotional,5,True,False,False,False
sonnet,zero_shot,emo_02,emotional,6,True,True,True,False
sonnet,zero_shot,emo_02,emotional,7,True,True,True,False
sonnet,zero_shot,emo_02,emotional,8,True,True,True,False
sonnet,zero_shot,emo_04,emotional,1,True,True,True,False
sonnet,zero_shot,emo_04,emotional,2,True,True,True,False
sonnet,zero_shot,emo_04,emotional,3,True,True,True,False
sonnet,zero_shot,emo_04,emotional,4,True,True,True,False
sonnet,zero_shot,emo_04,emotional,5,True,True,True,False
sonnet,zero_shot,emo_04,emotional,6,True,True,True,False
sonnet,zero_shot,emo_01,emotional,1,True,True,True,False
sonnet,zero_shot,emo_01,emotional,2,True,True,True,False
sonnet,zero_shot,emo_01,emotional,3,True,False,False,False
sonnet,zero_shot,emo_01,emotional,4,True,False,False,False
sonnet,zero_shot,emo_01,emotional,5,True,False,False,False
sonnet,zero_shot,emo_01,emotional,6,True,False,False,False
sonnet,zero_shot,emo_01,emotional,7,True,True,True,False
sonnet,zero_shot,emo_01,emotional,8,True,False,False,False
sonnet,zero_shot,chat_01,smalltalk,1,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,2,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,3,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,4,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,5,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,6,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,7,True,True,True,False
sonnet,zero_shot,chat_01,smalltalk,8,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,1,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,2,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,3,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,4,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,5,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,6,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,7,True,True,True,False
sonnet,zero_shot,chat_02,smalltalk,8,True,True,True,False
sonnet,zero_shot,emo_03,emotional,1,True,True,True,False
sonnet,zero_shot,emo_03,emotional,2,True,True,True,False
sonnet,zero_shot,emo_03,emotional,3,True,True,True,False
sonnet,zero_shot,emo_03,emotional,4,True,True,True,False
sonnet,zero_shot,emo_03,emotional,5,True,True,True,False
sonnet,zero_shot,emo_03,emotional,6,True,True,True,False
sonnet,zero_shot,emo_03,emotional,7,True,True,True,False
sonnet,zero_shot,emo_03,emotional,8,True,True,True,False
sonnet,few_shot,fact_01,factual,1,True,True,True,False
sonnet,few_shot,fact_01,factual,2,True,True,True,False
sonnet,few_shot,fact_01,factual,3,True,True,True,False
sonnet,few_shot,fact_01,factual,4,True,True,True,False
sonnet,few_shot,fact_01,factual,5,True,True,True,False
sonnet,few_shot,fact_01,factual,6,True,False,False,False
sonnet,few_shot,fact_01,factual,7,True,True,True,False
sonnet,few_shot,fact_01,factual,8,True,False,False,False
sonnet,few_shot,fact_02,factual,1,True,True,True,False
sonnet,few_shot,fact_02,factual,2,True,False,False,False
sonnet,few_shot,fact_02,factual,3,True,True,True,False
sonnet,few_shot,fact_02,factual,4,True,False,False,False
sonnet,few_shot,fact_02,factual,5,True,False,False,False
sonnet,few_shot,fact_02,factual,6,True,False,False,False
sonnet,zero_shot,chat_03,smalltalk,1,True,True,True,False
sonnet,zero_shot,chat_03,smalltalk,2,True,True,True,False
sonnet,zero_shot,chat_03,smalltalk,3,True,True,True,False
sonnet,zero_shot,chat_03,smalltalk,4,True,True,True,False
sonnet,zero_shot,chat_03,smalltalk,5,True,True,True,False
sonnet,zero_shot,chat_03,smalltalk,6,True,True,True,False
sonnet,zero_shot,meta_02,meta,1,True,True,True,False
sonnet,zero_shot,meta_02,meta,2,True,True,True,False
sonnet,zero_shot,meta_02,meta,3,True,True,True,False
sonnet,zero_shot,meta_02,meta,4,True,True,True,False
sonnet,zero_shot,meta_02,meta,5,True,True,True,False
sonnet,zero_shot,meta_02,meta,6,True,True,True,False
sonnet,zero_shot,meta_01,meta,1,True,True,True,False
sonnet,zero_shot,meta_01,meta,2,True,True,True,False
sonnet,zero_shot,meta_01,meta,3,True,True,True,False
sonnet,zero_shot,meta_01,meta,4,True,True,True,False
sonnet,zero_shot,meta_01,meta,5,True,True,True,False
sonnet,zero_shot,meta_01,meta,6,True,True,True,False
sonnet,zero_shot,meta_01,meta,7,True,False,False,False
sonnet,zero_shot,meta_01,meta,8,True,False,False,False
sonnet,zero_shot,emo_05,emotional,1,True,False,False,False
sonnet,zero_shot,emo_05,emotional,2,True,False,False,False
sonnet,zero_shot,emo_05,emotional,3,True,False,False,False
sonnet,zero_shot,emo_05,emotional,4,True,True,True,False
sonnet,zero_shot,emo_05,emotional,5,True,False,False,False
sonnet,zero_shot,emo_05,emotional,6,True,False,False,False
sonnet,zero_shot,emo_05,emotional,7,True,False,False,False
sonnet,zero_shot,emo_05,emotional,8,True,True,True,False
sonnet,zero_shot,meta_04,meta,1,True,True,True,False
sonnet,zero_shot,meta_04,meta,2,True,True,True,False
sonnet,zero_shot,meta_04,meta,3,True,True,True,False
sonnet,zero_shot,meta_04,meta,4,False,,False,False
sonnet,zero_shot,meta_04,meta,5,True,True,True,False
sonnet,zero_shot,meta_04,meta,6,True,True,True,False
sonnet,zero_shot,meta_03,meta,1,True,False,False,False
sonnet,zero_shot,meta_03,meta,2,True,False,False,False
sonnet,zero_shot,meta_03,meta,3,True,False,False,False
sonnet,zero_shot,meta_03,meta,4,True,True,True,False
sonnet,zero_shot,meta_03,meta,5,True,True,True,False
sonnet,zero_shot,meta_03,meta,6,True,False,False,False
sonnet,zero_shot,meta_03,meta,7,True,False,False,False
sonnet,zero_shot,meta_03,meta,8,True,True,True,False
sonnet,few_shot,fact_06,factual,1,True,True,True,False
sonnet,few_shot,fact_06,factual,2,True,True,True,False
sonnet,few_shot,fact_06,factual,3,True,True,True,False
sonnet,few_shot,fact_06,factual,4,True,True,True,False
sonnet,few_shot,fact_06,factual,5,True,True,True,False
sonnet,few_shot,fact_06,factual,6,True,True,True,False
sonnet,few_shot,fact_05,factual,1,True,True,True,False
sonnet,few_shot,fact_05,factual,2,True,True,True,False
sonnet,few_shot,fact_05,factual,3,True,True,True,False
sonnet,few_shot,fact_05,factual,4,True,True,True,False
sonnet,few_shot,fact_05,factual,5,True,True,True,False
sonnet,few_shot,fact_05,factual,6,True,True,True,False
sonnet,few_shot,fact_05,factual,7,True,True,True,False
sonnet,few_shot,fact_05,factual,8,True,True,True,False
sonnet,few_shot,fact_04,factual,1,True,True,True,False
sonnet,few_shot,fact_04,factual,2,True,True,True,False
sonnet,few_shot,fact_04,factual,3,True,True,True,False
sonnet,few_shot,fact_04,factual,4,True,False,False,False
sonnet,few_shot,fact_04,factual,5,True,True,True,False
sonnet,few_shot,fact_04,factual,6,True,True,True,False
sonnet,zero_shot,meta_05,meta,1,True,False,False,False
sonnet,zero_shot,meta_05,meta,2,True,False,False,False
sonnet,zero_shot,meta_05,meta,3,True,False,False,False
sonnet,zero_shot,meta_05,meta,4,True,False,False,False
sonnet,zero_shot,meta_05,meta,5,True,False,False,False
sonnet,zero_shot,meta_05,meta,6,True,False,False,False
sonnet,zero_shot,meta_05,meta,7,True,True,True,False
sonnet,zero_shot,meta_05,meta,8,True,False,False,False
sonnet,few_shot,fact_08,factual,1,True,True,True,False
sonnet,few_shot,fact_08,factual,2,False,,False,False
sonnet,few_shot,fact_08,factual,3,True,True,True,False
sonnet,few_shot,fact_08,factual,4,True,True,True,False
sonnet,few_shot,fact_08,factual,5,True,True,True,False
sonnet,few_shot,fact_08,factual,6,True,True,True,False
sonnet,few_shot,fact_08,factual,7,True,False,False,False
sonnet,few_shot,fact_08,factual,8,True,True,True,False
sonnet,few_shot,math_01,math,1,True,True,True,False
sonnet,few_shot,math_01,math,2,True,True,True,False
sonnet,few_shot,math_01,math,3,True,True,True,False
sonnet,few_shot,math_01,math,4,True,True,True,False
sonnet,few_shot,math_01,math,5,True,True,True,False
sonnet,few_shot,math_01,math,6,True,True,True,False
sonnet,few_shot,fact_03,factual,1,True,True,True,False
sonnet,few_shot,fact_03,factual,2,True,False,False,False
sonnet,few_shot,fact_03,factual,3,True,True,True,False
sonnet,few_shot,fact_03,factual,4,True,False,False,False
sonnet,few_shot,fact_03,factual,5,True,True,True,False
sonnet,few_shot,fact_03,factual,6,True,True,True,False
sonnet,few_shot,fact_03,factual,7,True,True,True,False
sonnet,few_shot,fact_03,factual,8,True,False,False,False
sonnet,few_shot,fact_07,factual,1,True,True,True,False
sonnet,few_shot,fact_07,factual,2,True,False,False,False
sonnet,few_shot,fact_07,factual,3,False,,False,False
sonnet,few_shot,fact_07,factual,4,True,True,True,False
sonnet,few_shot,fact_07,factual,5,True,True,True,False
sonnet,few_shot,fact_07,factual,6,True,True,True,False
sonnet,few_shot,fact_07,factual,7,True,True,True,False
sonnet,few_shot,fact_07,factual,8,True,True,True,False
sonnet,few_shot,how_01,howto,1,True,False,False,False
sonnet,few_shot,how_01,howto,2,True,False,False,False
sonnet,few_shot,how_01,howto,3,True,False,False,False
sonnet,few_shot,how_01,howto,4,True,False,False,False
sonnet,few_shot,how_01,howto,5,True,False,False,False
sonnet,few_shot,how_01,howto,6,True,False,False,False
sonnet,few_shot,how_01,howto,7,True,False,False,False
sonnet,few_shot,how_01,howto,8,True,False,False,False
sonnet,few_shot,how_02,howto,1,True,False,False,False
sonnet,few_shot,how_02,howto,2,True,False,False,False
sonnet,few_shot,how_02,howto,3,True,False,False,False
sonnet,few_shot,how_02,howto,4,True,False,False,False
sonnet,few_shot,how_02,howto,5,True,False,False,False
sonnet,few_shot,how_02,howto,6,True,False,False,False
sonnet,few_shot,how_05,howto,1,True,False,False,False
sonnet,few_shot,how_05,howto,2,True,False,False,False
sonnet,few_shot,how_05,howto,3,True,False,False,False
sonnet,few_shot,how_05,howto,4,True,True,True,False
sonnet,few_shot,how_05,howto,5,True,True,True,False
sonnet,few_shot,how_05,howto,6,True,False,False,False
sonnet,few_shot,how_05,howto,7,True,False,False,False
sonnet,few_shot,how_05,howto,8,True,False,False,False
sonnet,few_shot,math_02,math,1,True,True,True,False
sonnet,few_shot,math_02,math,2,True,True,True,False
sonnet,few_shot,math_02,math,3,True,False,False,False
sonnet,few_shot,math_02,math,4,True,False,False,False
sonnet,few_shot,math_02,math,5,True,False,False,False
sonnet,few_shot,math_02,math,6,True,False,False,False
sonnet,few_shot,math_02,math,7,True,True,True,False
sonnet,few_shot,math_02,math,8,True,False,False,False
sonnet,few_shot,math_04,math,1,True,True,True,False
sonnet,few_shot,math_04,math,2,True,True,True,False
sonnet,few_shot,math_04,math,3,True,True,True,False
sonnet,few_shot,math_04,math,4,True,True,True,False
sonnet,few_shot,math_04,math,5,True,False,False,False
sonnet,few_shot,math_04,math,6,True,False,False,False
sonnet,few_shot,how_04,howto,1,True,False,False,False
sonnet,few_shot,how_04,howto,2,True,False,False,False
sonnet,few_shot,how_04,howto,3,True,False,False,False
sonnet,few_shot,how_04,howto,4,True,False,False,False
sonnet,few_shot,how_04,howto,5,True,False,False,False
sonnet,few_shot,how_04,howto,6,True,False,False,False
sonnet,few_shot,math_03,math,1,True,True,True,False
sonnet,few_shot,math_03,math,2,True,True,True,False
sonnet,few_shot,math_03,math,3,True,True,True,False
sonnet,few_shot,math_03,math,4,True,True,True,False
sonnet,few_shot,math_03,math,5,True,True,True,False
sonnet,few_shot,math_03,math,6,True,True,True,False
sonnet,few_shot,math_03,math,7,True,True,True,False
sonnet,few_shot,math_03,math,8,True,True,True,False
sonnet,few_shot,how_03,howto,1,True,False,False,False
sonnet,few_shot,how_03,howto,2,True,False,False,False
sonnet,few_shot,how_03,howto,3,True,False,False,False
sonnet,few_shot,how_03,howto,4,True,False,False,False
sonnet,few_shot,how_03,howto,5,True,True,True,False
sonnet,few_shot,how_03,howto,6,True,False,False,False
sonnet,few_shot,how_03,howto,7,True,False,False,False
sonnet,few_shot,how_03,howto,8,True,False,False,False
sonnet,few_shot,emo_02,emotional,1,True,True,True,False
sonnet,few_shot,emo_02,emotional,2,True,True,True,False
sonnet,few_shot,emo_02,emotional,3,True,True,True,False
sonnet,few_shot,emo_02,emotional,4,True,True,True,False
sonnet,few_shot,emo_02,emotional,5,True,True,True,False
sonnet,few_shot,emo_02,emotional,6,True,True,True,False
sonnet,few_shot,emo_02,emotional,7,True,True,True,False
sonnet,few_shot,emo_02,emotional,8,True,True,True,False
sonnet,few_shot,emo_04,emotional,1,True,False,False,False
sonnet,few_shot,emo_04,emotional,2,True,False,False,False
sonnet,few_shot,emo_04,emotional,3,True,False,False,False
sonnet,few_shot,emo_04,emotional,4,True,False,False,False
sonnet,few_shot,emo_04,emotional,5,True,True,True,False
sonnet,few_shot,emo_04,emotional,6,True,False,False,False
sonnet,few_shot,emo_03,emotional,1,True,True,True,False
sonnet,few_shot,emo_03,emotional,2,True,True,True,False
sonnet,few_shot,emo_03,emotional,3,True,False,False,False
sonnet,few_shot,emo_03,emotional,4,True,False,False,False
sonnet,few_shot,emo_03,emotional,5,True,False,False,False
sonnet,few_shot,emo_03,emotional,6,True,True,True,False
sonnet,few_shot,emo_03,emotional,7,True,True,True,False
sonnet,few_shot,emo_03,emotional,8,True,False,False,False
sonnet,few_shot,chat_01,smalltalk,1,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,2,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,3,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,4,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,5,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,6,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,7,True,True,True,False
sonnet,few_shot,chat_01,smalltalk,8,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,1,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,2,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,3,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,4,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,5,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,6,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,7,True,True,True,False
sonnet,few_shot,chat_02,smalltalk,8,True,True,True,False
sonnet,few_shot,chat_03,smalltalk,1,True,True,True,False
sonnet,few_shot,chat_03,smalltalk,2,True,True,True,False
sonnet,few_shot,chat_03,smalltalk,3,True,True,True,False
sonnet,few_shot,chat_03,smalltalk,4,True,True,True,False
sonnet,few_shot,chat_03,smalltalk,5,True,True,True,False
sonnet,few_shot,chat_03,smalltalk,6,True,True,True,False
sonnet,structured,fact_01,factual,1,True,True,True,False
sonnet,structured,fact_01,factual,2,True,True,True,False
sonnet,structured,fact_01,factual,3,True,True,True,False
sonnet,structured,fact_01,factual,4,True,True,True,False
sonnet,structured,fact_01,factual,5,True,False,False,False
sonnet,structured,fact_01,factual,6,True,True,True,False
sonnet,structured,fact_01,factual,7,True,True,True,False
sonnet,structured,fact_01,factual,8,True,False,False,False
sonnet,structured,fact_02,factual,1,True,False,False,False
sonnet,structured,fact_02,factual,2,True,True,True,False
sonnet,structured,fact_02,factual,3,True,False,False,False
sonnet,structured,fact_02,factual,4,True,True,True,False
sonnet,structured,fact_02,factual,5,True,True,True,False
sonnet,structured,fact_02,factual,6,True,False,False,False
sonnet,few_shot,emo_01,emotional,1,True,True,True,False
sonnet,few_shot,emo_01,emotional,2,True,True,True,False
sonnet,few_shot,emo_01,emotional,3,True,True,True,False
sonnet,few_shot,emo_01,emotional,4,True,False,False,False
sonnet,few_shot,emo_01,emotional,5,True,True,True,False
sonnet,few_shot,emo_01,emotional,6,True,True,True,False
sonnet,few_shot,emo_01,emotional,7,True,True,True,False
sonnet,few_shot,emo_01,emotional,8,True,True,True,False
sonnet,few_shot,emo_05,emotional,1,True,True,True,False
sonnet,few_shot,emo_05,emotional,2,True,False,False,False
sonnet,few_shot,emo_05,emotional,3,True,True,True,False
sonnet,few_shot,emo_05,emotional,4,True,True,True,False
sonnet,few_shot,emo_05,emotional,5,True,True,True,False
sonnet,few_shot,emo_05,emotional,6,True,True,True,False
sonnet,few_shot,emo_05,emotional,7,True,True,True,False
sonnet,few_shot,emo_05,emotional,8,True,True,True,False
sonnet,few_shot,meta_02,meta,1,True,True,True,False
sonnet,few_shot,meta_02,meta,2,True,True,True,False
sonnet,few_shot,meta_02,meta,3,True,True,True,False
sonnet,few_shot,meta_02,meta,4,True,True,True,False
sonnet,few_shot,meta_02,meta,5,True,True,True,False
sonnet,few_shot,meta_02,meta,6,True,True,True,False
sonnet,few_shot,meta_01,meta,1,True,True,True,False
sonnet,few_shot,meta_01,meta,2,True,True,True,False
sonnet,few_shot,meta_01,meta,3,True,True,True,False
sonnet,few_shot,meta_01,meta,4,True,True,True,False
sonnet,few_shot,meta_01,meta,5,True,True,True,False
sonnet,few_shot,meta_01,meta,6,True,True,True,False
sonnet,few_shot,meta_01,meta,7,True,True,True,False
sonnet,few_shot,meta_01,meta,8,True,True,True,False
sonnet,few_shot,meta_04,meta,1,True,True,True,False
sonnet,few_shot,meta_04,meta,2,True,True,True,False
sonnet,few_shot,meta_04,meta,3,True,True,True,False
sonnet,few_shot,meta_04,meta,4,True,True,True,False
sonnet,few_shot,meta_04,meta,5,True,True,True,False
sonnet,few_shot,meta_04,meta,6,True,True,True,False
sonnet,few_shot,meta_03,meta,1,True,True,True,False
sonnet,few_shot,meta_03,meta,2,True,True,True,False
sonnet,few_shot,meta_03,meta,3,True,True,True,False
sonnet,few_shot,meta_03,meta,4,True,True,True,False
sonnet,few_shot,meta_03,meta,5,True,True,True,False
sonnet,few_shot,meta_03,meta,6,True,True,True,False
sonnet,few_shot,meta_03,meta,7,True,False,False,False
sonnet,few_shot,meta_03,meta,8,True,True,True,False
sonnet,structured,fact_04,factual,1,True,True,True,False
sonnet,structured,fact_04,factual,2,True,True,True,False
sonnet,structured,fact_04,factual,3,True,True,True,False
sonnet,structured,fact_04,factual,4,True,True,True,False
sonnet,structured,fact_04,factual,5,True,True,True,False
sonnet,structured,fact_04,factual,6,True,True,True,False
sonnet,few_shot,meta_05,meta,1,True,True,True,False
sonnet,few_shot,meta_05,meta,2,True,True,True,False
sonnet,few_shot,meta_05,meta,3,True,True,True,False
sonnet,few_shot,meta_05,meta,4,True,True,True,False
sonnet,few_shot,meta_05,meta,5,True,True,True,False
sonnet,few_shot,meta_05,meta,6,True,True,True,False
sonnet,few_shot,meta_05,meta,7,True,True,True,False
sonnet,few_shot,meta_05,meta,8,True,True,True,False
sonnet,structured,fact_05,factual,1,True,True,True,False
sonnet,structured,fact_05,factual,2,True,False,False,False
sonnet,structured,fact_05,factual,3,True,True,True,False
sonnet,structured,fact_05,factual,4,True,True,True,False
sonnet,structured,fact_05,factual,5,True,False,False,False
sonnet,structured,fact_05,factual,6,True,True,True,False
sonnet,structured,fact_05,factual,7,True,False,False,False
sonnet,structured,fact_05,factual,8,True,False,False,False
sonnet,structured,fact_06,factual,1,True,True,True,False
sonnet,structured,fact_06,factual,2,True,True,True,False
sonnet,structured,fact_06,factual,3,True,True,True,False
sonnet,structured,fact_06,factual,4,True,True,True,False
sonnet,structured,fact_06,factual,5,True,True,True,False
sonnet,structured,fact_06,factual,6,True,True,True,False
sonnet,structured,fact_07,factual,1,True,False,False,False
sonnet,structured,fact_07,factual,2,True,True,True,False
sonnet,structured,fact_07,factual,3,True,True,True,False
sonnet,structured,fact_07,factual,4,True,True,True,False
sonnet,structured,fact_07,factual,5,True,True,True,False
sonnet,structured,fact_07,factual,6,True,True,True,False
sonnet,structured,fact_07,factual,7,True,True,True,False
sonnet,structured,fact_07,factual,8,True,True,True,False
sonnet,structured,math_01,math,1,True,True,True,False
sonnet,structured,math_01,math,2,True,True,True,False
sonnet,structured,math_01,math,3,True,True,True,False
sonnet,structured,math_01,math,4,True,True,True,False
sonnet,structured,math_01,math,5,True,True,True,False
sonnet,structured,math_01,math,6,True,True,True,False
sonnet,structured,how_01,howto,1,True,False,False,False
sonnet,structured,how_01,howto,2,True,True,True,False
sonnet,structured,how_01,howto,3,True,False,False,False
sonnet,structured,how_01,howto,4,True,False,False,False
sonnet,structured,how_01,howto,5,True,False,False,False
sonnet,structured,how_01,howto,6,True,False,False,False
sonnet,structured,how_01,howto,7,True,False,False,False
sonnet,structured,how_01,howto,8,True,True,True,False
sonnet,structured,fact_03,factual,1,True,True,True,False
